unique_id	parent_id	path	description	keywords
316	287	Medical Health > Diseases and Conditions > Dental Health	Content about Dental Health within Medical Health and Diseases and Conditions, including articles, updates, reviews, guides, and discussions related to medical, health, diseases, disease, conditions, and condition.	medical, health, diseases, disease, conditions, condition, dental
317	287	Medical Health > Diseases and Conditions > Diabetes	Content about Diabetes within Medical Health and Diseases and Conditions, including articles, updates, reviews, guides, and discussions related to medical, health, diseases, disease, conditions, and condition.	medical, health, diseases, disease, conditions, condition, diabetes, diabete
318	287	Medical Health > Diseases and Conditions > Digestive Disorders	Content about Digestive Disorders within Medical Health and Diseases and Conditions, including articles, updates, reviews, guides, and discussions related to medical, health, diseases, disease, conditions, and condition.	medical, health, diseases, disease, conditions, condition, digestive, disorders, disorder
289	287	Medical Health > Diseases and Conditions > Ear, Nose and Throat Conditions	Content about Ear, Nose and Throat Conditions within Medical Health and Diseases and Conditions, including articles, updates, reviews, guides, and discussions related to medical, health, diseases, disease, conditions, and condition.	medical, health, diseases, disease, conditions, condition, ear, nose, throat
290	287	Medical Health > Diseases and Conditions > Endocrine and Metabolic Diseases	Content about Endocrine and Metabolic Diseases within Medical Health and Diseases and Conditions, including articles, updates, reviews, guides, and discussions related to medical, health, diseases, disease, conditions, and condition.	medical, health, diseases, disease, conditions, condition, endocrine, metabolic
291	290	Medical Health > Diseases and Conditions > Endocrine and Metabolic Diseases > Hormonal Disorders	Content about Hormonal Disorders within Medical Health, Diseases and Conditions, and Endocrine and Metabolic Diseases, focused on medical, health, diseases, disease, conditions, and condition and closely related topics, products, services, or trends.	medical, health, diseases, disease, conditions, condition, endocrine, metabolic, hormonal, disorders, disorder
292	290	Medical Health > Diseases and Conditions > Endocrine and Metabolic Diseases > Menopause	Content about Menopause within Medical Health, Diseases and Conditions, and Endocrine and Metabolic Diseases, focused on medical, health, diseases, disease, conditions, and condition and closely related topics, products, services, or trends.	medical, health, diseases, disease, conditions, condition, endocrine, metabolic, menopause
293	290	Medical Health > Diseases and Conditions > Endocrine and Metabolic Diseases > Thyroid Disorders	Content about Thyroid Disorders within Medical Health, Diseases and Conditions, and Endocrine and Metabolic Diseases, focused on medical, health, diseases, disease, conditions, and condition and closely related topics, products, services, or trends.	medical, health, diseases, disease, conditions, condition, endocrine, metabolic, thyroid, disorders, disorder
294	287	Medical Health > Diseases and Conditions > Eye and Vision Conditions	Content about Eye and Vision Conditions within Medical Health and Diseases and Conditions, including articles, updates, reviews, guides, and discussions related to medical, health, diseases, disease, conditions, and condition.	medical, health, diseases, disease, conditions, condition, eye, vision
295	287	Medical Health > Diseases and Conditions > Foot Health	Content about Foot Health within Medical Health and Diseases and Conditions, including articles, updates, reviews, guides, and discussions related to medical, health, diseases, disease, conditions, and condition.	medical, health, diseases, disease, conditions, condition, foot
296	287	Medical Health > Diseases and Conditions > Heart and Cardiovascular Diseases	Content about Heart and Cardiovascular Diseases within Medical Health and Diseases and Conditions, including articles, updates, reviews, guides, and discussions related to medical, health, diseases, disease, conditions, and condition.	medical, health, diseases, disease, conditions, condition, heart, cardiovascular
297	287	Medical Health > Diseases and Conditions > Infectious Diseases	Content about Infectious Diseases within Medical Health and Diseases and Conditions, including articles, updates, reviews, guides, and discussions related to medical, health, diseases, disease, conditions, and condition.	medical, health, diseases, disease, conditions, condition, infectious, infectiou
298	287	Medical Health > Diseases and Conditions > Injuries	Content about Injuries within Medical Health and Diseases and Conditions, including articles, updates, reviews, guides, and discussions related to medical, health, diseases, disease, conditions, and condition.	medical, health, diseases, disease, conditions, condition, injuries, injurie
299	298	Medical Health > Diseases and Conditions > Injuries > First Aid	Content about First Aid within Medical Health, Diseases and Conditions, and Injuries, focused on medical, health, diseases, disease, conditions, and condition and closely related topics, products, services, or trends.	medical, health, diseases, disease, conditions, condition, injuries, injurie, first, aid
300	287	Medical Health > Diseases and Conditions > Lung and Respiratory Health	Content about Lung and Respiratory Health within Medical Health and Diseases and Conditions, including articles, updates, reviews, guides, and discussions related to medical, health, diseases, disease, conditions, and condition.	medical, health, diseases, disease, conditions, condition, lung, respiratory
